[5, 2, 8, 6, -3, -1, -3, 2, 0]
[8, 2, -1, -3, 6, 8, 2, -3, 0]
[1, 2, 0, -5, 5, 2, 3, 4, 0]
[8, -4, -3, 7, 1, -1, 7, 5, 0]
[-3, -2, -2, 4, -1, 0, -4, -2, 10]
[-8, 6, 1, 5, 3, 3, 4, 7, 0]
[-2, -7, 0, -2, 5, -3, -3, -1, 14]
[2, 8, 8, 7, -4, -1, 6, -3, 0]
[6, 8, -2, 4, 4, 1, -7, -7, 8]
[-7, 1, 8, 6, -2, 2, 8, -7, 8]
[-5, -1, -2, -2, 3, -6, 4, -5, 16]
[-1, 2, -5, -5, -1, 3, -6, 2, 15]
[3, -5, 3, -1, -2, 3, -2, -1, 8]
[3, -3, -3, -1, -2, -3, -1, -2, 12]
[-8, -3, 1, -4, -3, -1, 2, 3, 16]
[-3, 3, 1, -3, -3, -1, -3, -2, 12]
