[6, -2, -1, 3, 1, 2, 3, -3, -3]
[4, -1, 1, 2, -2, -1, 2, -2, 1]
[8, 2, 1, -3, 1, -3, -2, -3, 3]
[8, -3, -3, -2, 3, -3, 1, 2, 1]
[2, -2, 2, 2, 2, 1, 1, 1, -2]
[10, -3, -3, -1, 3, -2, -2, 1, -2]
[10, -4, 1, -2, -2, -2, -4, 3, 3]
[2, 2, 2, 2, -2, 1, -1, 1, -1]
[16, 3, -5, 1, 2, -2, -5, -4, -5]
[2, 2, 2, -2, 2, 2, -1, 2, -1]
[3, 2, 1, -1, -2, -2, 2, 2, 2]
[5, 1, -1, 2, -2, -2, 1, -2, 1]
[2, 1, 2, 1, -2, 1, 2, -2, 2]
[3, -2, 2, -1, 2, 2, 0, -2, 1]
[5, 2, 1, 1, -2, 2, -2, -1, -2]
[5, 2, 1, -2, 1, -2, 2, -2, -1]
[6, -2, -1, 2, -1, 3, -3, -2, 3]
[10, -2, 3, -3, -3, -2, -2, 1, -1]
[2, -2, 2, 2, 1, -1, 2, 2, -1]
[7, 3, -3, -3, 3, 1, -2, -2, 1]
[9, -3, -3, 1, -3, 2, 2, 1, -3]
[11, -3, 2, -1, 1, -2, -3, -3, -2]
[9, 1, -3, -3, -3, -1, 3, 2, -2]
[2, 2, -2, 1, 2, 1, 2, 1, -2]
