[9, 3, 1, -3, -3, 2, 3, 2, 1, -3, -3]
[6, -1, -1, 3, 3, 3, 3, 3, -3, -2, -2]
[0, 2, 1, 1, -2, -2, 3, 2, 4, 2, 4]
[0, 5, 8, 7, 6, 7, -2, -3, 1, -3, 1]
[2, 2, 4, 4, 1, 4, -3, 2, -3, 0, 2]
[5, -2, 2, 2, -2, 1, -2, -1, 2, 1, 1]
[11, -1, -4, -4, 2, 4, -2, 3, -4, 1, 4]
[13, -1, -7, 7, -7, -3, 4, 2, -2, 6, 7]
[5, -4, 2, -4, 1, 4, 4, 2, 4, 3, -1]
[9, -3, -3, 1, 3, 1, 2, 3, -3, 2, -3]
[19, 5, -5, -3, 1, -5, 2, -5, 5, -2, -4]
[16, -4, 3, -4, 2, -3, 3, -2, -1, -2, -4]
[9, -3, 0, 2, -3, 1, -1, 3, 3, -2, -3]
[10, -2, 4, 4, 1, -2, -2, -4, 4, -3, -1]
[2, -1, -1, 2, 2, 2, 1, -2, 0, 1, 2]
[8, -4, -2, 4, -1, -4, 4, 2, 4, 3, -1]
[11, 2, 4, -4, 1, -4, -4, 2, -3, 4, 2]
[3, 2, 2, 1, 0, 2, 1, -2, 1, -1, -2]
[10, 5, -2, -5, -2, -5, 2, 3, 4, 3, -1]
[1, 2, 0, 3, 1, 3, -1, 2, 3, 2, -3]
[10, 1, -3, 1, -3, 0, 3, -2, -3, 2, -2]
[13, 5, 5, -5, -5, 2, -5, -3, 2, 1, 4]
[0, 2, -2, -2, 5, 5, 3, -1, 5, 2, 4]
[10, -4, 4, -3, -4, 2, 3, 4, -2, 2, -1]
[3, 1, 3, 1, 2, 0, -1, -3, 3, -2, 2]
[10, -3, -3, 2, -1, 3, 3, -2, 3, -1, -3]
[18, -3, -4, 2, 4, -4, -4, -4, -2, 2, -1]
[3, 1, 4, 6, 4, 0, 5, -3, -6, 3, 2]
[8, -2, 2, 2, -1, -2, -1, 1, -2, 2, -2]
[12, -2, -2, -3, 1, -3, -3, 3, 1, 3, -2]
[2, 2, 3, 1, 3, 0, 3, -1, -2, 2, -2]
[8, 3, -2, -2, 1, 2, -3, 2, -2, -1, -1]
[14, -1, -1, -3, -3, -1, 2, -2, -3, -3, 2]
[0, -2, -2, 2, 5, 5, 3, -1, 4, 4, 4]
[11, -7, 2, 1, 7, -7, 2, 3, 5, -4, 7]
[9, 4, -2, 5, 5, -2, 3, -4, -2, -4, 1]
[0, 3, 1, -1, 3, 3, 1, 1, 2, -2, 3]
[16, 0, -3, -1, -1, -3, -2, -3, -3, -3, 2]
[11, 1, -3, -1, -3, 3, 0, -2, -2, 3, -3]
[7, 2, -1, 0, -1, 4, -3, 4, -2, -4, 2]
[9, -2, -2, -2, -2, 1, -2, -1, 0, 2, 2]
[0, 0, 1, -1, -2, -2, 5, 3, 4, 5, 5]
[11, 4, 1, -2, 2, -2, -2, 3, -2, -3, -4]
[6, -2, 0, -2, 2, -1, 2, 2, 1, -2, -1]
[12, -1, -3, 2, -3, 3, -2, -2, -2, 1, -2]
[14, -1, -3, -3, 1, 1, -2, -3, 2, -2, -3]
[8, 2, -3, 3, 1, -3, -3, 3, -2, 3, 1]
[15, -3, 1, -3, -3, -3, -2, -1, 2, 3, -3]
[4, 1, -2, -2, 2, -1, 2, 2, -1, 1, 2]
[2, 4, 0, 3, 4, 2, -1, 4, 1, -3, -2]
[9, 4, -4, 4, -4, 1, -2, -1, 4, 3, 2]
[19, 3, 1, 5, -5, -5, 2, 2, -5, -5, -4]
[13, 1, 3, 2, -3, -3, -3, -3, -2, 1, -2]
[11, 3, 2, 3, -3, -3, -2, -3, 1, 1, -3]
[11, 3, 8, -1, -1, 8, -7, -3, -2, -5, 7]
[7, -1, 3, -1, 3, 3, -1, -2, -2, 3, -3]
[15, 5, -3, -5, 5, -5, -2, -1, 4, 2, -4]
[3, 1, 2, -2, -2, -1, 2, 2, 0, 1, 2]
[11, -3, 1, -1, -2, -3, -3, 2, 3, -2, 1]
[22, -5, 1, -5, -3, 3, 4, -2, -5, -5, -2]
[4, -3, 1, 1, -3, 3, 3, 3, 2, -1, 2]
[7, -4, 4, -4, 4, 3, -1, -2, 4, 2, 2]
