[500, 9, 9, 7, -4, -1, -4, -2, 0]
[-2, -249, -249, 497, 500, 248, 500, 3, 0]
[2, 1, 1, -500, 498, 499, 498, 499, 0]
[1, -2, -3, -247, 246, -249, 247, -248, 500]
[-497, 493, 493, 500, 4, -3, 4, 496, 0]
[-2, -487, -6, -4, -3, 500, -3, -1, 500]
[-5, 4, 5, -6, -2, -2, -1, -490, 500]
[201, 100, 3, -200, -200, -198, -103, 99, 500]
[-5, 3, -4, -2, 2, -3, -4, -1, 14]
[-167, -166, 84, -83, -166, -84, 83, -1, 500]
[1, 2, -5, 2, -13, 3, 1, -2, 17]
[1, -2, 2, 2, 1, 3, -2, -2, 3]
[-1, -2, -2, 2, -8, 0, -2, 1, 13]
[1, -1, 2, -2, 0, -2, -2, 1, 5]
[500, -248, -249, 500, 250, -1, -2, -249, 500]
[1, -2, 1, 500, -496, -2, 1, -2, 500]
[0, 2, 2, 1, -1, 1, -2, 500, 1]
[1, 0, 2, 1, -2, 1, 1, 500, 1]
[-4, 500, -5, 1, -2, -2, 9, 500, 11]
[500, 500, 499, 500, 500, 500, -500, 500, 0]
