[8, 6, 11, 9, -2, -5, -4, -1, 0]
[-3, -3, 2, -1, 3, 5, 5, 7, 0]
[1, -6, -6, -5, 3, 4, 2, -5, 15]
[-1, 500, -500, 1, 498, 498, -2, 500, 3]
[2, -1, -3, 1, 1, -1, 3, 3, 2]
[-1, 2, -3, 2, -2, 2, 1, -3, 6]
[-497, 496, 497, -498, 498, -2, 496, -1, 500]
[3, 2, 3, -495, -4, -3, -2, 1, 500]
[2, -3, 3, 500, -5, -2, 1, -3, 8]
[-2, -1, 1, 1, 2, 1, -498, -1, 500]
[498, 500, -1, -499, 500, 498, -498, -1, 500]
[-2, 1, -3, 3, -495, 2, -4, 3, 500]
[-1, -2, 500, -2, 2, -498, 1, 500, 500]
[-1, 1, -2, -1, -1, -1, 500, -496, 500]
[-1, 1, 0, 1, -1, -1, 0, 1, 2]
[-125, 0, 125, -125, -125, 125, -125, -125, 500]
[1, -1, -11, 5, 5, -6, -10, -1, 28]
[2, 1, -1, 1, 1, -1, 1, 1, 0]
[-2, 0, -1, -1, 1, 2, 2, 2, 2]
[-25, 24, -6, 7, 25, 25, 25, 18, 6]
[1, -28, 2, -1, -1, 4, 0, 4, 29]
[-1, -251, -250, 500, 500, 249, 500, 250, 2]
