[7, -3, 5, 4, -1, -1, -2, 7, 0]
[-375, 124, 248, -125, 252, 251, 250, 500, 0]
[500, 3, 4, 3, 1, 1, 3, -500, 494]
[-2, -2, 3, -2, -1, 0, -4, -4, 11]
[-1, -2, -4, 0, -2, -2, -4, 3, 11]
[2, 4, -7, 2, 7, 4, 3, 3, 0]
[-1, 4, -492, -3, -1, -3, 1, -4, 500]
[0, 250, 500, 249, -250, -250, 251, 500, 0]
[-83, -167, -167, -1, -167, 85, -82, 84, 500]
[0, 2, 2, 1, 0, 1, -2, 2, 0]
[497, -3, 499, 500, -1, 1, 500, -496, 0]
[3, -3, -3, 1, 3, -1, -2, -494, 500]
[-166, 334, -500, 500, 166, 500, 166, -333, 500]
[0, -499, 0, 0, 1, -1, -1, 1, 500]
[2, 0, -4, -5, 2, 2, 500, 0, 7]
[3, -3, -1, -4, -9, -1, 500, -1, 18]
[-1, 0, -1, 1, -1, -1, 500, -1, 4]
[-1, 0, -1, -1, 500, -1, 500, -1, 4]
