[249, 496, 500, 500, -3, -248, 2, -249, 0]
[-2, -3, 1, -4, 4, 6, 9, 10, 0]
[-63, -125, -124, 62, -61, 123, -187, -125, 499]
[-62, 124, -187, -126, -63, -125, -124, 63, 500]
[5, -1, 6, -2, 5, -2, -4, 4, 3]
[499, -2, -498, 498, 499, -1, 500, -2, 3]
[3, 2, -2, -1, -3, 500, 2, -1, 4]
[-3, 5, 500, -4, 3, 500, 1, 2, 1]
[-2, 2, 1, -1, 3, -1, -3, -3, 7]
[-334, -335, 500, 167, -165, 168, 500, 166, 500]
[125, -249, -125, 2, 124, -127, 500, -249, 500]
[1, -2, -2, -2, -4, -3, -491, 500, 500]
[-1, 3, 5, 2, -5, -499, 5, 2, 500]
[500, -1, -499, 500, 500, 500, 498, -1, 1]
[1, 1, -2, 2, 5, -2, 1, 2, 2]
[-1, 1, 0, 1, -1, 0, 1, -1, 2]
[48, 23, 23, 54, -1, 42, -23, 1, 0]
[1, 1, 0, -3, 2, 2, -2, 1, 4]
[-1, 1, 0, 1, 1, 1, 0, 1, 0]
[1, 9, 8, -20, -25, 9, 8, -35, 71]
[-8, -1, 1, -1, -1, 1, 0, 1, 10]
[-3, 2, 1, -7, 1, 4, 4, 2, 6]
[-1, -2, -1, 1, 1, -1, -1, 1, 5]
[500, -1, 500, -1, 0, -1, -1, 0, 3]
