[1, -127, -128, 125, 131, 254, 256, 126, 0]
[4, 256, 5, 4, 1, -3, 1, -3, 0]
[-4, -249, 2, 3, 5, -3, -5, -1, 256]
[54, -85, -2, -57, -57, -55, -3, -56, 256]
[254, 256, -2, 253, -256, -2, -1, 255, 5]
[-1, 6, -2, -6, 3, 5, -2, 4, 5]
[-127, -1, 128, -129, 256, -128, 1, 127, 256]
[86, 170, 255, 255, -256, 85, 86, 1, 0]
[-249, 2, -2, -1, -3, -1, 2, -3, 256]
[-2, -3, -2, 3, 1, 3, -3, -4, 10]
[9, -13, 16, 3, -9, -6, 12, 10, 18]
[256, 3, -2, -3, 2, 256, -3, 1, 4]
[-3, 1, 1, -2, -2, 256, -252, 2, 256]
[-3, -1, -3, 3, -1, -2, -3, 256, 10]
[1, 0, 1, 1, 1, 1, -1, 1, 0]
[-1, 3, 3, -1, 2, 1, 1, 1, 0]
[1, -1, -1, 1, 1, 1, 2, 0, 0]
[-5, -8, -1, -2, 1, -3, 9, 5, 17]
[1, 38, -109, -1, 54, -39, 54, 54, 148]
[-6, -1, 1, -2, -1, 1, 2, -4, 13]
[13, 6, -8, 21, 21, 7, 21, -65, 52]
[1, 0, -1, -1, -1, 1, 0, -1, 3]
[0, -1, 256, -1, -253, -1, -1, 256, 256]
