[-84, -86, -86, -1, 172, 256, 255, 256, 0]
[256, 255, 255, 253, -2, -3, 1, -251, 0]
[-2, 4, 6, 1, 5, 4, -5, -2, 3]
[-49, 25, -69, -24, -20, -69, -44, -49, 256]
[-2, -5, 3, 1, -2, -4, 5, 4, 8]
[74, -110, 37, -37, -110, 110, -73, -36, 256]
[28, 19, -256, 28, 29, -27, 1, 28, 254]
[1, -2, -4, 4, -3, 2, 2, -4, 9]
[-3, 1, 2, -2, -1, -2, -2, 3, 7]
[2, 6, -4, -7, 3, 6, 5, -2, 7]
[37, -75, -72, -36, 37, -73, -73, 1, 256]
[2, -1, 256, 1, -2, 2, -3, 1, 3]
[-1, 1, 1, 256, 256, -1, 0, -256, 256]
[7, -6, 5, -1, 12, 1, 7, -1, 6]
[256, 1, -2, -1, -2, -1, -252, 256, 256]
[-127, 256, -2, 256, -1, 3, -2, 1, 130]
[0, -1, -1, 1, 0, 1, -1, -1, 3]
[7, 8, 7, 8, -9, 1, 12, 8, 1]
[3, 2, 1, 1, 2, -1, -1, 1, 0]
[-1, 1, 0, -1, -1, 1, 1, -1, 3]
[-5, -4, -17, -12, -1, -43, 16, 16, 77]
[48, -153, -18, 9, -10, -50, 10, -35, 256]
[-1, -1, 256, 0, 1, -1, 1, 0, 2]
[-1, -1, 256, -1, -1, -1, -1, 0, 5]
