[8, 8, 7, 6, -1, -4, -2, -1, 0]
[-1, -2, -2, -1, 8, 8, 5, 4, 0]
[1, 8, 3, 2, -5, 8, 3, 2, 0]
[3, -2, -1, -2, 3, -2, -1, -2, 7]
[-5, 2, -3, 1, -1, -2, -2, 3, 10]
[-8, 1, 8, -8, 1, 0, 8, 1, 14]
[-1, -2, -2, 8, -3, 8, -3, 1, 8]
[1, 0, 2, 1, -2, 1, 2, -8, 8]
[8, 1, 0, 8, -1, -2, 8, -2, 3]
[-2, 1, -2, -2, -1, -2, 8, -2, 9]
[-1, -2, 8, -2, 8, 1, 0, 8, 3]
[-1, -2, 8, -2, -2, 1, -2, -2, 9]
[1, 2, 1, 3, 2, 1, -6, 2, 4]
[8, 8, -1, -2, 1, -1, -2, -2, 6]
[1, 1, -1, -2, 0, -1, 2, 2, 3]
[0, -1, 1, 1, 1, 1, -1, -1, 2]
[2, 1, 2, 2, 2, -2, 2, 1, 0]
[1, 2, 2, 3, 2, 1, 2, -3, 1]
[5, 2, 7, 7, -4, -1, -1, 2, 3]
[-1, -1, 1, 1, 1, -1, -1, 1, 3]
[-7, -1, -8, 8, 8, 7, 8, 8, 8]
[1, -1, -1, 1, -1, -1, 1, 0, 3]
[-1, 1, -1, -1, -1, 1, -1, -1, 5]
[-1, -1, -1, -1, -1, -1, 1, 0, 5]
[-2, -5, 1, 1, -1, -1, -4, -4, 16]
[-1, -1, -1, -1, 8, 8, 0, 0, 3]
