[-2, -1, 0, -2, 5, 4, 3, 8, 0]
[8, 5, 8, 7, -3, -3, -1, -1, 0]
[2, 8, -6, 1, 5, -3, -3, -2, 10]
[3, -4, -2, -4, 3, 1, 5, 2, 5]
[2, 1, 4, 0, -2, -3, -3, 1, 5]
[2, -2, -2, 2, 0, 2, -1, 1, 3]
[8, 7, 7, 6, 1, 8, 8, -8, 0]
[-3, -2, 1, -3, 2, 1, 0, 8, 5]
[-2, -1, 1, 8, 1, 8, -7, -8, 16]
[-2, -2, -2, -1, -2, 8, 1, -2, 9]
[-2, 1, -2, 8, -1, -2, 8, 8, 5]
[0, 8, 8, 7, -8, 1, 8, -8, 8]
[-2, 1, -2, 8, -1, -1, -2, -2, 8]
[1, 2, -2, -8, -2, -2, 2, -1, 13]
[-8, -4, 1, 8, 3, -4, 8, -4, 16]
[-1, 1, -3, -2, -1, 5, 0, 4, 6]
[-1, 1, 1, -8, 1, -1, 0, -1, 10]
[1, 0, -1, 2, 1, 8, 1, 1, 0]
[-1, -6, 1, 2, 0, 8, 2, 1, 6]
[0, -1, 1, -1, -3, 8, -2, 1, 6]
[1, 8, 2, 2, -1, 8, -2, 2, 1]
[8, 8, -1, -1, -1, 8, -1, -1, 4]
