[5, 8, 5, 4, -2, -2, 1, -2, 0]
[-1, -1, -1, -1, 8, 8, 8, 8, 0]
[6, 2, 8, -1, 8, 5, -8, 8, 1]
[8, -1, 3, 8, 8, -5, 5, -4, 2]
[2, -2, -3, -3, 1, 1, -3, -3, 11]
[-1, 2, 3, 8, 5, 8, 2, -4, 0]
[-3, 1, -3, 2, 8, -3, -3, 1, 9]
[-1, -3, 2, -3, -3, -3, 1, 8, 10]
[8, 8, -2, 6, -2, 1, 8, -7, 3]
[8, 1, -7, -8, 8, -8, 8, 8, 15]
[8, -2, -2, 8, -2, 1, -2, 1, 6]
[-2, -1, 8, -2, 8, -2, 1, -2, 7]
[-5, 8, 4, -5, 3, 8, 4, 8, 2]
[-2, -2, 8, 8, -2, 8, -1, 1, 5]
[-2, -2, -1, -1, -2, 8, 8, -2, 8]
[-1, 8, 5, 8, -6, -6, 8, 1, 7]
[-1, 1, -1, 0, -8, 1, -1, -1, 11]
[0, 1, -1, -1, -8, -1, -1, 1, 11]
[-1, -1, -1, 0, -1, -1, -1, -1, 6]
[-1, -1, -1, 1, -7, 7, 7, 7, 9]
[-2, -1, -1, -4, -1, 1, -1, 1, 9]
[1, -1, 1, -1, 0, 0, -1, 1, 2]
[0, 8, -1, -1, -1, -1, 1, -1, 4]
[0, 8, 8, -1, -1, -1, -1, -1, 4]
