[7, 8, 3, 8, 1, -2, -5, -2, 0]
[1, -2, -5, -2, 7, 8, 3, 8, 0]
[7, -6, 1, -6, 3, -2, 5, -2, 8]
[0, 2, 4, 2, 3, -5, -1, -5, 6]
[-8, 8, -2, -5, 8, 6, 1, 5, 7]
[8, 6, 1, 5, -8, 8, -2, -5, 7]
[-3, -3, -2, 8, 8, 3, -1, 2, 4]
[8, 5, 1, 6, -8, -8, -2, 8, 10]
[-1, -6, -1, -6, -8, 8, 4, 8, 16]
[-1, 1, 0, 1, -1, -1, 0, -1, 3]
[1, -2, -1, -2, -1, -1, 1, -1, 6]
[-1, -1, 1, -1, 1, -2, -1, -2, 6]
[2, 3, 3, 6, -3, 4, -8, 1, 8]
[-5, 2, -1, 2, 2, 3, 2, 5, 3]
[8, -2, -6, 8, -1, 2, 8, -1, 9]
[-7, -1, 0, 8, 7, -8, 8, 8, 15]
[6, 8, -1, 5, -6, -8, 5, 8, 9]
[-1, 8, 8, -1, 8, 0, -1, 8, 2]
