[2, 2, 8, 7, 1, 6, -4, -4, 0]
[2, -3, -3, -1, 8, 8, 2, 5, 0]
[-3, 3, 8, 8, -1, -4, 3, 8, 0]
[-2, 8, 3, -1, 5, 8, 3, -5, 0]
[-3, -3, -4, 8, 7, -6, -1, -6, 16]
[0, -1, -2, -2, -2, -2, -1, -1, 9]
[7, -1, 8, 8, 0, -7, 8, 0, 0]
[-2, -5, 3, -8, -2, 3, -1, -1, 16]
[3, 1, 3, -8, 3, 4, -1, 1, 5]
[8, 1, -8, 8, 8, -8, -7, 8, 15]
[1, 4, -4, -8, -4, -4, 3, 4, 16]
[0, 1, -2, 2, 2, 1, 3, 1, 0]
[8, -8, 1, -8, 6, 8, 2, 6, 9]
[-8, 6, 1, 0, -8, 1, -1, 7, 16]
[-1, -1, 1, 1, 0, -1, 0, 0, 2]
[-1, 0, -1, -1, -1, -1, 0, -1, 5]
[-1, 0, 0, 0, 8, 8, -1, -1, 2]
