[5, -4, -6, 2, 7, 8, 7, 3, 0]
[7, 8, 8, 4, -7, 4, -3, 2, 0]
[1, -5, -5, 3, -4, -1, -4, -2, 16]
[-2, 8, 8, 1, 8, -2, 4, 1, 0]
[-1, 1, -1, -5, -3, 5, -3, -3, 12]
[5, -3, -4, -1, 2, -5, -2, -4, 14]
[8, 5, 6, 1, 2, -4, -3, 6, 0]
[-3, 2, -3, 8, 5, 8, 6, -1, 0]
[1, 0, 0, -2, 2, 2, 2, 1, 0]
[-1, -1, 1, 2, -2, 3, -3, 3, 4]
[3, -1, -2, -2, -5, -8, 2, -1, 16]
[8, 6, 7, 8, -8, -8, 8, 1, 8]
[-2, -2, 8, -1, -8, 2, 1, -1, 12]
[-1, 1, 1, -8, -1, -1, -1, 0, 11]
[-8, -7, 1, 0, 1, 1, -1, -1, 16]
[-8, -1, -1, -6, 1, -1, 1, 0, 16]
[6, 3, 3, -8, 3, 6, 5, -1, 3]
[-1, 1, -7, -3, 6, 8, 3, 8, 7]
[1, -1, -1, 0, 0, 1, 0, 8, 1]
[-1, -1, -1, 0, -1, -1, -1, 8, 5]
