[6, 8, 4, 8, -1, -2, -2, -1, 0]
[-1, -2, -2, -2, 6, 5, 7, 7, 0]
[-3, 8, 1, -2, -2, 3, 8, -3, 6]
[8, -4, -2, -4, 8, -3, -8, 1, 16]
[-2, -2, -3, 8, -3, -1, -3, 1, 11]
[-6, -3, 2, -2, -1, -3, -1, -3, 16]
[8, -1, -7, 8, 0, 7, 8, 8, 0]
[-3, 1, -3, -3, -1, 8, -2, -2, 11]
[8, 0, 8, 1, -1, -2, 8, -2, 3]
[-8, -8, 8, 7, 8, 8, 0, 1, 8]
[6, 6, 1, -3, 3, 2, 2, 3, 0]
[8, 7, 8, 7, -1, 8, -6, -1, 0]
[1, 8, 8, 8, -1, 0, -1, 8, 0]
[-1, 0, -1, 4, 4, -6, 4, -1, 8]
[0, 1, 1, 1, 2, -1, -1, -2, 3]
[3, 4, -5, -1, 1, -8, 1, -1, 14]
[1, -1, 2, -1, 1, 1, 2, -1, 2]
[-2, 2, -7, 1, 8, 1, -8, 4, 16]
[1, 1, 0, 1, 1, 2, 2, -1, 0]
[1, -1, 2, -7, -4, 1, -5, 2, 16]
[-4, 1, 1, 1, 2, 1, 3, 3, 2]
[-1, 6, 8, -1, -1, -7, 8, 8, 9]
[6, 6, -1, -1, -1, 1, -7, 8, 9]
[5, 4, 5, 5, 4, -8, -8, 4, 11]
[-1, 1, -1, 1, -1, -1, 0, 1, 3]
[1, 1, -1, -1, -1, -1, 1, 1, 3]
[0, 0, -1, -1, 1, 1, -1, -1, 3]
[-1, -1, 8, 8, -1, -1, 8, 8, 3]
