[-2, -3, 1, -3, 5, 7, 8, 7, 0]
[5, 7, 8, 7, -2, -3, 1, -3, 0]
[6, 7, -2, 8, -1, 8, -5, 7, 0]
[8, 8, -2, -3, 8, 2, 1, -3, 4]
[8, -2, -1, -2, 0, 1, -2, -2, 7]
[-3, 1, -3, 2, -2, -1, -2, 8, 8]
[-2, -1, -2, -2, 1, -2, -8, -1, 16]
[8, -2, 8, -1, -1, -2, -2, 8, 6]
[-1, 2, 8, 1, -2, -3, 1, -3, 6]
[-1, -6, -2, 2, 2, -3, 3, -1, 11]
[-2, -3, 1, -3, -1, 2, 8, 1, 6]
[-2, 1, 3, -5, 2, -2, 0, 1, 8]
[7, 8, 8, 7, 8, 8, -8, 8, 0]
[-1, -4, 3, 3, 3, -1, -1, 0, 6]
[1, -1, 0, 1, -1, 1, 1, -1, 2]
[1, 8, -2, -2, 8, -1, 8, -1, 4]
[8, -1, -1, 0, -1, -1, 8, 8, 3]
[-1, -1, -1, 8, -2, 1, -2, 1, 5]
[1, -2, 5, 5, 4, 2, -8, -1, 10]
[5, 3, 8, 8, 4, -4, 5, 1, 0]
[0, 2, 1, 4, -8, 4, 1, 4, 7]
[-8, 3, -5, 0, 1, 1, -3, 1, 15]
[-1, -1, 1, 0, 1, 1, 1, 0, 1]
[1, 1, 1, 0, -3, -1, 1, 1, 3]
[-7, 5, 1, -1, -3, 0, -3, -3, 16]
[-1, 0, -1, -1, -1, 1, 1, -1, 4]
[8, -1, -1, 8, -1, -1, -1, -1, 5]
