[-3, 1, -4, -2, 2, -1, -4, 0, 11]
[-3, -3, 1, -2, -3, -1, 2, 0, 9]
[1, 3, -4, 3, -2, 4, 2, -3, 5]
[1, -4, 3, 3, 2, 4, -2, -3, 5]
[8, 1, 1, -2, -2, -1, -2, 0, 5]
[1, -2, -2, 0, 1, -2, 1, -2, 6]
[-1, -4, -4, 1, -6, 2, -4, 2, 16]
[-1, 1, -8, 8, 1, -8, 8, 8, 15]
[-1, 2, -3, 8, -1, -2, -3, -3, 10]
[-8, 8, 8, 7, -1, 8, -7, 8, 8]
[-7, 7, 3, -1, 1, -2, 1, -2, 10]
[8, 1, -2, -2, -2, 0, 8, -1, 5]
[-2, -1, 8, 1, 8, -2, -1, 8, 4]
[8, -2, 1, -2, 8, 0, -2, -1, 5]
[0, -1, 8, 8, -1, -1, 0, -1, 3]
[1, 1, -1, 0, 1, 1, -1, 1, 1]
[1, -1, 1, 0, -1, 1, 1, 1, 1]
[-2, 8, -1, 1, -1, -2, 8, 8, 4]
[1, 1, 1, -1, 1, 1, 1, -1, 1]
[-2, 0, -1, 1, 1, 1, 1, -2, 4]
[0, -2, 8, 1, 1, -1, 1, 1, 2]
[-1, 8, 8, -1, -1, 1, 1, -1, 3]
[-1, 8, 8, -4, 8, 0, -1, -1, 6]
[8, 8, 8, -8, 8, -8, 8, 8, 8]
