[-3, 5, -6, -3, 1, -6, 1, -3, 15]
[-5, 3, 1, -1, -7, 5, 8, 3, 7]
[8, -5, -1, -1, 3, 6, -6, 3, 7]
[0, -3, -1, 1, 3, 2, 3, -3, 4]
[-6, 7, 2, -8, 0, -8, 1, 8, 14]
[2, 3, -2, -2, -1, 1, 1, -8, 10]
[-8, 7, 8, 8, -1, 8, -1, -6, 8]
[7, 7, -8, 7, -1, -6, 5, 7, 8]
[-3, -3, 1, 8, 1, -3, -3, 2, 9]
[-2, -2, -3, -1, -4, -1, -3, -3, 16]
[1, -2, 8, 8, -2, -2, 1, -2, 6]
[1, -2, 8, -2, 8, -1, -1, -2, 6]
[-3, -1, 1, -8, -1, -2, 3, 2, 12]
[4, 0, -4, -1, -4, 4, -8, 4, 16]
[1, -3, -2, 1, 1, 0, -2, -1, 7]
[1, 0, -1, -1, -1, -1, 0, -1, 4]
[-1, -1, 8, 0, -1, 8, -1, -1, 4]
