[-1, -2, -8, 0, -2, -2, -5, 3, 16]
[-2, -2, 3, -2, -1, 0, -4, -4, 11]
[1, 7, -6, -6, 2, -6, 3, -5, 16]
[-1, 8, -8, 7, -1, 7, 4, -8, 10]
[-8, 7, 8, 7, -6, -2, 1, 8, 8]
[3, -5, 7, 3, -2, -2, 1, 7, 5]
[-1, 0, 8, -7, 8, 8, -8, 8, 8]
[-6, -5, 3, 8, -2, -1, -1, -6, 16]
[8, -3, -3, 1, 8, -1, -2, -2, 8]
[1, -6, -2, 1, -3, 8, 8, 2, 8]
[8, 8, 8, -8, -1, -1, 8, -7, 9]
[0, 1, -1, 0, 1, -1, 8, 1, 1]
[1, 0, -1, -1, -1, -1, 8, -1, 4]
[-1, 0, -2, -2, -2, 1, 8, -1, 7]
[0, -1, 1, 0, -1, -1, 8, 1, 2]
[-1, -2, -5, -1, 8, -1, 8, -1, 10]
[2, 1, -3, -1, 8, 8, 8, -2, 4]
[-1, -1, 0, 8, 8, 8, 8, -1, 2]
