[13, 1, -2, -2, -2, -4, -3, -4, 4]
[5, 3, 2, -1, -2, -3, 3, 1, -2]
[0, -1, 2, -2, 2, 3, 1, 2, 3]
[0, -2, -4, 2, -3, 4, 5, 9, 9]
[0, 5, 5, -3, 2, -2, 5, 4, 1]
[11, -3, 4, 2, -1, 5, -2, -5, -5]
[18, -1, 3, -6, -5, -3, -5, -4, 2]
[3, 1, 2, 5, 3, -4, -4, 4, 2]
[15, -4, -4, -4, 2, -2, -1, -3, -1]
[7, 2, -2, 2, -1, -1, -2, -2, -1]
[0, 2, 5, 4, 5, 1, 1, -3, -2]
[3, -4, 5, 3, -5, 2, 6, 3, 1]
[18, -3, -5, -4, 2, -1, 3, -6, -5]
[0, 3, -1, 2, 1, 2, 1, -2, 3]
[5, -2, 4, 2, 2, -3, -1, 2, -3]
[0, 4, 2, 2, -1, 4, -1, -2, 3]
[9, 4, -5, -2, 1, 3, -3, 6, -5]
[4, -3, -3, 3, 1, -1, 2, 3, 1]
