[0, 2, 1, 0, 2, 0, -2, 1, 0, 0, 2]
[8, -2, 0, -2, 1, 0, -2, 2, -2, 1, -2]
[10, 2, 1, -2, -2, 1, -2, 1, -2, -2, -2]
[0, 1, 0, 2, 0, 2, 1, 0, 0, 2, -2]
[1, -1, 0, -2, 1, 0, 2, 3, 2, -1, 1]
[6, -2, 1, 2, -2, 1, 0, 1, -2, -2, 0]
[13, -2, -2, -2, -2, 2, -1, -2, -1, -1, -2]
[6, 2, -2, 1, -2, 1, -2, -2, 0, 0, 1]
[8, 0, -2, 0, -2, 1, -2, -2, 2, -2, 1]
[13, -2, 2, -2, -2, -2, -1, -2, -1, -2, -1]
[6, -2, 1, -2, 1, 2, -2, 0, 0, 1, -2]
[1, 0, -1, 0, -2, 1, 1, 2, 3, 2, -1]
[6, 1, -2, 1, 2, -2, 0, 0, 1, -2, -2]
[7, 2, 1, -2, 1, -2, -1, -2, -2, 1, 0]
[0, 1, 0, -2, 1, 0, 1, 2, 2, 0, 0]
[8, 0, -2, 1, 0, -2, 2, -2, 1, -2, -2]
[13, -2, -2, 2, -2, -2, -1, -1, -2, -1, -2]
[0, 0, 2, 0, 2, 1, 0, 0, 2, -2, 1]
[0, 0, -1, 1, 0, 0, 2, 2, -1, 0, 1]
[2, 0, 1, 2, 0, -1, 2, 2, -1, -1, -1]
[0, 0, 1, 0, -2, 1, 0, 1, 2, 2, 0]
[13, 2, -2, -2, -2, -2, -2, -1, -2, -1, -1]
[10, 1, -2, -2, 1, 2, 1, -2, -2, -2, -2]
[8, -2, 1, 0, -2, 0, -2, 1, -2, -2, 2]
[0, 2, 1, 2, 2, 1, 0, 1, 0, -1, -1]
[0, 2, 0, 2, 0, -1, 0, 1, -1, 2, 1]
[10, -2, -2, 1, 2, 1, -2, -2, -2, -2, 1]
[13, -2, -2, -2, 2, -2, -2, -1, -1, -2, -1]
[0, -1, 1, 0, 0, 0, 2, -1, 0, 1, 2]
[10, 1, 2, 1, -2, -2, -2, -2, 1, -2, -2]
[0, 0, 2, 1, 0, 2, 2, -2, 1, 0, 0]
[5, 4, -1, -2, -1, 2, -2, -1, -2, 3, 4]
[2, -1, 0, 1, 2, 0, -1, 2, 2, -1, -1]
[0, 1, 0, 0, 0, -1, -1, 0, 1, 2, 2]
[10, -2, 1, 2, 1, -2, -2, -2, -2, 1, -2]
[7, 0, 1, -2, 0, -2, 2, -2, -2, 1, -1]
[2, 1, 2, 0, -1, 0, 2, -1, -1, -1, 2]
[2, 0, -1, 0, 1, 2, -1, -1, 2, 2, -1]
